allele_name,pipeline_names,similar_names
IGHV4-EAIX*39, IGHV4-EAIX*39, 
IGHV4-EAIX*40, IGHV4-EAIX*40, 
IGHV4-EAIX*41, IGHV4-EAIX*41, 
IGHV4-EAIX*42, IGHV4-EAIX*42, 
IGHV4-EITI*01, IGHV4-EITI*01, 
IGHV4-EITI*02, IGHV4-EITI*02, 
IGHV4-EITI*03, IGHV4-EITI*03, 
IGHV4-EITI*04, IGHV4-EITI*04, 
IGHV4-EITI*05, IGHV4-EITI*05, 
IGHV4-EITI*06, IGHV4-EITI*06, 
IGHV4-FAZN*02, IGHV4-FAZN*02, 
IGHV4-FAZN*03, IGHV4-FAZN*03, 
IGHV4-FAZN*04, IGHV4-FAZN*04, 
IGHV4-FAZN*07, IGHV4-FAZN*07, 
IGHV4-FAZN*08, IGHV4-FAZN*08, 
IGHV4-FAZN*12, IGHV4-FAZN*12, 
IGHV4-FAZN*14, IGHV4-FAZN*14, 
IGHV4-FAZN*16, IGHV4-FAZN*16, 
IGHV4-GHYH*01, IGHV4-GHYH*01, 
IGHV4-GHYH*03, IGHV4-GHYH*03, 
IGHV4-GHYH*04, IGHV4-GHYH*04, 
IGHV4-GHYH*06, IGHV4-GHYH*06, 
IGHV4-GHYH*07, IGHV4-GHYH*07, 
IGHV4-GHYH*09, IGHV4-GHYH*09, 
IGHV4-GHYH*10, IGHV4-GHYH*10, 
IGHV4-GHYH*12, IGHV4-GHYH*12, 
IGHV4-GHYH*14, IGHV4-GHYH*14, 
IGHV4-GHYH*15, IGHV4-GHYH*15, 
IGHV4-GHYH*16, IGHV4-GHYH*16, 
IGHV4-GHYH*17, IGHV4-GHYH*17, 
IGHV4-GHYH*18, IGHV4-GHYH*18, 
IGHV4-GHYH*19, IGHV4-GHYH*19, 
IGHV4-GHYH*20, IGHV4-GHYH*20, 
IGHV4-GHYH*21, IGHV4-GHYH*21, 
IGHV4-GHYH*23, IGHV4-GHYH*23, 
IGHV4-GHYH*24, IGHV4-GHYH*24, 
IGHV4-GHYH*25, IGHV4-GHYH*25, 
IGHV4-GHYH*26, IGHV4-GHYH*26, 
IGHV4-GHYH*27, IGHV4-GHYH*27, 
IGHV4-GHYH*28, IGHV4-GHYH*28, 
IGHV4-HDAZ*02, IGHV4-HDAZ*02, 
IGHV4-HDAZ*03, IGHV4-HDAZ*03, 
IGHV4-HDAZ*07, IGHV4-HDAZ*07, 
IGHV4-HDAZ*11, IGHV4-HDAZ*11, 
IGHV4-HDAZ*14, IGHV4-HDAZ*14, 
IGHV4-HDAZ*16, IGHV4-HDAZ*16, 
IGHV4-HDAZ*18, IGHV4-HDAZ*18, 
IGHV4-HDAZ*19, IGHV4-HDAZ*19, 
IGHV4-HDAZ*20, IGHV4-HDAZ*20, 
IGHV4-HDAZ*21, IGHV4-HDAZ*21, 
IGHV4-HDAZ*22, IGHV4-HDAZ*22, 
IGHV4-HDAZ*23, IGHV4-HDAZ*23, 
IGHV4-HDAZ*24, IGHV4-HDAZ*24, 
IGHV4-HDAZ*25, IGHV4-HDAZ*25, 
IGHV4-HDAZ*26, IGHV4-HDAZ*26, 
IGHV4-JJNU*01, IGHV4-JJNU*01, 
IGHV4-JJNU*04, IGHV4-JJNU*04, 
IGHV4-JJNU*05, IGHV4-JJNU*05, 
IGHV4-JJNU*06, IGHV4-JJNU*06, 
IGHV4-JJNU*07, IGHV4-JJNU*07, 
IGHV4-JJNU*08, IGHV4-JJNU*08, 
IGHV4-JJNU*09, IGHV4-JJNU*09, 
IGHV4-KG56*01, IGHV4-KG56*01, 
IGHV4-KG56*02, IGHV4-KG56*02, 
IGHV4-MLR2*04, IGHV4-MLR2*04, 
IGHV4-MLR2*05, IGHV4-MLR2*05, 
IGHV4-MLR2*06, IGHV4-MLR2*06, 
IGHV4-MLR2*10, IGHV4-MLR2*10, 
IGHV4-MLR2*11, IGHV4-MLR2*11, 
IGHV4-MLR2*12, IGHV4-MLR2*12, 
IGHV4-MLR2*13, IGHV4-MLR2*13, 
IGHV4-MLR2*14, IGHV4-MLR2*14, 
IGHV4-MLR2*15, IGHV4-MLR2*15, 
IGHV4-MLR2*16, IGHV4-MLR2*16, 
IGHV4-MLR2*17, IGHV4-MLR2*17, 
IGHV4-MLR2*18, IGHV4-MLR2*18, 
IGHV4-MLR2*19, IGHV4-MLR2*19, 
IGHV4-MLR2*20, IGHV4-MLR2*20, 
IGHV4-MLR2*22, IGHV4-MLR2*22, 
IGHV4-MYX4*02, IGHV4-MYX4*02, 
IGHV4-MYX4*05, IGHV4-MYX4*05, 
IGHV4-MYX4*06, IGHV4-MYX4*06, 
IGHV4-MYX4*07, IGHV4-MYX4*07, 
IGHV4-MYX4*08, IGHV4-MYX4*08, 
IGHV4-MYX4*09, IGHV4-MYX4*09, 
IGHV4-MYX4*11, IGHV4-MYX4*11, 
IGHV4-MYX4*13, IGHV4-MYX4*13, 
IGHV4-MYX4*14, IGHV4-MYX4*14, 
IGHV4-MYX4*15, IGHV4-MYX4*15, 
IGHV4-MYX4*16, IGHV4-MYX4*16, 
IGHV4-MYX4*17, IGHV4-MYX4*17, 
IGHV4-MYX4*18, IGHV4-MYX4*18, 
IGHV4-N2SB*01, IGHV4-N2SB*01, 
IGHV4-N2SB*03, IGHV4-N2SB*03, 
IGHV4-N2SB*04, IGHV4-N2SB*04, 
IGHV4-N2SB*05, IGHV4-N2SB*05, 
IGHV4-N2SB*06, IGHV4-N2SB*06, 
IGHV4-NBRY*03, IGHV4-NBRY*03, 
IGHV4-NBRY*04, IGHV4-NBRY*04, 
IGHV4-NZ7A*01, IGHV4-NZ7A*01, 
IGHV4-NZ7A*02, IGHV4-NZ7A*02, 
IGHV4-NZ7A*04, IGHV4-NZ7A*04, 
IGHV4-NZ7A*06, IGHV4-NZ7A*06, 
IGHV4-NZ7A*07, IGHV4-NZ7A*07, 
IGHV4-NZ7A*10, IGHV4-NZ7A*10, 
IGHV4-NZ7A*11, IGHV4-NZ7A*11, 
IGHV4-NZ7A*12, IGHV4-NZ7A*12, 
IGHV4-NZ7A*14, IGHV4-NZ7A*14, 
IGHV4-NZ7A*15, IGHV4-NZ7A*15, 
IGHV4-NZ7A*16, IGHV4-NZ7A*16, 
IGHV4-NZ7A*17, IGHV4-NZ7A*17, 
IGHV4-PY3X*02, IGHV4-PY3X*02, 
IGHV4-PY3X*03, IGHV4-PY3X*03, 
IGHV4-RZOZ*04, IGHV4-RZOZ*04, 
IGHV4-RZOZ*07, IGHV4-RZOZ*07, 
IGHV4-RZOZ*08, IGHV4-RZOZ*08, 
IGHV4-RZOZ*14, IGHV4-RZOZ*14, 
IGHV4-RZOZ*17, IGHV4-RZOZ*17, 
IGHV4-RZOZ*22, IGHV4-RZOZ*22, 
IGHV4-RZOZ*23, IGHV4-RZOZ*23, 
IGHV4-RZOZ*25, IGHV4-RZOZ*25, 
IGHV4-RZOZ*26, IGHV4-RZOZ*26, 
IGHV4-RZOZ*27, IGHV4-RZOZ*27, 
IGHV4-RZOZ*28, IGHV4-RZOZ*28, 
IGHV4-RZOZ*29, IGHV4-RZOZ*29, 
IGHV4-RZOZ*30, IGHV4-RZOZ*30, 
IGHV4-RZOZ*31, IGHV4-RZOZ*31, 
IGHV4-RZOZ*32, IGHV4-RZOZ*32, 
IGHV4-SOSE*01, IGHV4-SOSE*01, 
IGHV4-U2RC*02, IGHV4-U2RC*02, 
IGHV4-U2RC*04, IGHV4-U2RC*04, 
IGHV4-U2RC*05, IGHV4-U2RC*05, 
IGHV4-U2RC*07, IGHV4-U2RC*07, 
IGHV4-U2RC*08, IGHV4-U2RC*08, 
IGHV4-U2RC*09, IGHV4-U2RC*09, 
IGHV4-U2RC*10, IGHV4-U2RC*10, 
IGHV4-U2RC*11, IGHV4-U2RC*11, 
IGHV4-U2RC*12, IGHV4-U2RC*12, 
IGHV4-U675*01, IGHV4-U675*01, 
IGHV4-U675*02, IGHV4-U675*02, 
IGHV4-V7V4*01, IGHV4-V7V4*01, 
IGHV4-VJLA*01, IGHV4-VJLA*01, 
IGHV4-VJLA*03, IGHV4-VJLA*03, 
IGHV4-VJLA*05, IGHV4-VJLA*05, 
IGHV4-VJLA*06, IGHV4-VJLA*06, 
IGHV4-VJLA*07, IGHV4-VJLA*07, 
IGHV4-XUJZ*02, IGHV4-XUJZ*02, 
IGHV4-XUJZ*03, IGHV4-XUJZ*03, 
IGHV4-XUJZ*06, IGHV4-XUJZ*06, 
IGHV4-XUJZ*08, IGHV4-XUJZ*08, 
IGHV4-XUJZ*09, IGHV4-XUJZ*09, 
IGHV4-XUJZ*10, IGHV4-XUJZ*10, 
IGHV4-XUJZ*11, IGHV4-XUJZ*11, 
IGHV4-XUJZ*13, IGHV4-XUJZ*13, 
IGHV4-XUJZ*14, IGHV4-XUJZ*14, 
IGHV4-XUJZ*15, IGHV4-XUJZ*15, 
IGHV4-XUJZ*16, IGHV4-XUJZ*16, 
IGHV4-Y4FC*02, IGHV4-Y4FC*02, 
IGHV4-Y4FC*04, IGHV4-Y4FC*04, 
IGHV4-Y4FC*05, IGHV4-Y4FC*05, 
IGHV4-Y4FC*06, IGHV4-Y4FC*06, 
IGHV4-Y4FC*08, IGHV4-Y4FC*08, 
IGHV4-Y4FC*09, IGHV4-Y4FC*09, 
IGHV4-Y4FC*10, IGHV4-Y4FC*10, 
IGHV4-Y4FC*11, IGHV4-Y4FC*11, 
IGHV4-Y4FC*13, IGHV4-Y4FC*13, 
IGHV4-Y4FC*14, IGHV4-Y4FC*14, 
IGHV4-Y4FC*15, IGHV4-Y4FC*15, 
IGHV4-YE26*02, IGHV4-YE26*02, 
IGHV4-YE26*05, IGHV4-YE26*05, 
IGHV4-YE26*08, IGHV4-YE26*08, 
IGHV4-YE26*10, IGHV4-YE26*10, 
IGHV4-YE26*11, IGHV4-YE26*11, 
IGHV4-YE26*12, IGHV4-YE26*12, 
IGHV4-YE26*15, IGHV4-YE26*15, 
IGHV4-YE26*17, IGHV4-YE26*17, 
IGHV4-YE26*18, IGHV4-YE26*18, 
IGHV4-YE26*19, IGHV4-YE26*19, 
IGHV4-YE26*21, IGHV4-YE26*21, 
IGHV4-YE26*22, IGHV4-YE26*22, 
IGHV4-YE26*23, IGHV4-YE26*23, 
IGHV4-YE26*27, IGHV4-YE26*27, 
IGHV4-YE26*28, IGHV4-YE26*28, 
IGHV4-YE26*29, IGHV4-YE26*29, 
IGHV4-YE26*30, IGHV4-YE26*30, 
IGHV4-YE26*31, IGHV4-YE26*31, 
IGHV4-YE26*32, IGHV4-YE26*32, 
IGHV4-YE26*33, IGHV4-YE26*33, 
IGHV4-YE26*34, IGHV4-YE26*34, 
IGHV4-YE26*35, IGHV4-YE26*35, 
IGHV4-YE26*36, IGHV4-YE26*36, 
IGHV4-YE26*37, IGHV4-YE26*37, 
IGHV4-YE26*38, IGHV4-YE26*38, 
IGHV4-ZNL3*04, IGHV4-ZNL3*04, 
IGHV5-2GFF*01, IGHV5-2GFF*01, 
IGHV5-2GFF*02, IGHV5-2GFF*02, 
IGHV5-2GFF*04, IGHV5-2GFF*04, 
IGHV5-2GFF*05, IGHV5-2GFF*05, 
IGHV5-2GFF*06, IGHV5-2GFF*06, 
IGHV5-2GFF*07, IGHV5-2GFF*07, 
IGHV5-2GFF*14, IGHV5-2GFF*14, 
IGHV5-D2NK*04, IGHV5-D2NK*04, 
IGHV5-D2NK*05, IGHV5-D2NK*05, 
IGHV5-D2NK*06, IGHV5-D2NK*06, 
IGHV5-D2NK*09, IGHV5-D2NK*09, 
IGHV5-D2NK*12, IGHV5-D2NK*12, 
IGHV5-D2NK*15, IGHV5-D2NK*15, 
IGHV5-D2NK*16, IGHV5-D2NK*16, 
IGHV5-D2NK*17, IGHV5-D2NK*17, 
IGHV6-UXXO*01, IGHV6-UXXO*01, 
IGHV6-UXXO*02, IGHV6-UXXO*02, 
IGHV6-UXXO*04, IGHV6-UXXO*04, 
IGHV6-UXXO*05, IGHV6-UXXO*05, 
IGHV7-75KG*01, IGHV7-75KG*01, 
IGHV7-75KG*02, IGHV7-75KG*02, 
IGHV7-75KG*04, IGHV7-75KG*04, 
IGHV7-75KG*05, IGHV7-75KG*05, 
IGHV7-75KG*07, IGHV7-75KG*07, 
IGHV7-75KG*08, IGHV7-75KG*08, 
IGHV7-S2SK*02, IGHV7-S2SK*02, 
IGHV7-S2SK*05, IGHV7-S2SK*05, 
IGHV7-S2SK*06, IGHV7-S2SK*06, 
IGHV7-S2SK*09, IGHV7-S2SK*09, 
IGHV7-S2SK*15, IGHV7-S2SK*15, 
IGHV7-S2SK*17, IGHV7-S2SK*17, 
IGHV8-PSOC*01, IGHV8-PSOC*01, 
IGHV8-PSOC*02, IGHV8-PSOC*02, 
IGHV8-PSOC*04, IGHV8-PSOC*04, 
IGHV8-PSOC*05, IGHV8-PSOC*05, 
IGHV8-PSOC*06, IGHV8-PSOC*06, 
IGHV9-4SV6*04, IGHV9-4SV6*04, 
IGHV9-4SV6*09, IGHV9-4SV6*09, 
IGHV9-4SV6*10, IGHV9-4SV6*10, 
IGHV9-4WHC*03, IGHV9-4WHC*03, 
IGHV9-4WHC*06, IGHV9-4WHC*06, 
IGHV9-4WHC*07, IGHV9-4WHC*07, 
IGHV9-4WHC*08, IGHV9-4WHC*08, 
IGHV9-4WHC*09, IGHV9-4WHC*09, 
IGHV9-4WHC*13, IGHV9-4WHC*13, 
IGHV9-4WHC*16, IGHV9-4WHC*16, 
IGHV9-4WHC*18, IGHV9-4WHC*18, 
IGHV9-4WHC*19, IGHV9-4WHC*19, 
IGHV9-4WHC*20, IGHV9-4WHC*20, 
IGHV9-4WHC*21, IGHV9-4WHC*21, 
IGHV9-65SO*04, IGHV9-65SO*04, 
IGHV9-65SO*06, IGHV9-65SO*06, 
IGHV9-65SO*08, IGHV9-65SO*08, 
IGHV9-65SO*11, IGHV9-65SO*11, 
IGHV9-65SO*13, IGHV9-65SO*13, 
IGHV9-65SO*15, IGHV9-65SO*15, 
IGHV9-65SO*17, IGHV9-65SO*17, 
IGHV9-65SO*18, IGHV9-65SO*18, 
IGHV9-65SO*19, IGHV9-65SO*19, 
IGHV9-6TUE*01, IGHV9-6TUE*01, 
IGHV9-6TUE*02, IGHV9-6TUE*02, 
IGHV9-6TUE*04, IGHV9-6TUE*04, 
IGHV9-6TUE*07, IGHV9-6TUE*07, 
IGHV9-6TUE*08, IGHV9-6TUE*08, 
IGHV9-6TUE*12, IGHV9-6TUE*12, 
IGHV9-6TUE*13, IGHV9-6TUE*13, 
IGHV9-6TUE*14, IGHV9-6TUE*14, 
IGHV9-6TUE*15, IGHV9-6TUE*15, 
IGHV9-AHTF*01, IGHV9-AHTF*01, 
IGHV9-AHTF*03, IGHV9-AHTF*03, 
IGHV9-AHTF*07, IGHV9-AHTF*07, 
IGHV9-AHTF*08, IGHV9-AHTF*08, 
IGHV9-AHTF*09, IGHV9-AHTF*09, 
IGHV9-DH64*01, IGHV9-DH64*01, 
IGHV9-DH64*06, IGHV9-DH64*06, 
IGHV9-DH64*08, IGHV9-DH64*08, 
IGHV9-DH64*09, IGHV9-DH64*09, 
IGHV9-DH64*11, IGHV9-DH64*11, 
IGHV9-DH64*13, IGHV9-DH64*13, 
IGHV9-DH64*14, IGHV9-DH64*14, 
IGHV9-GESA*05, IGHV9-GESA*05, 
IGHV9-GESA*06, IGHV9-GESA*06, 
IGHV9-GESA*09, IGHV9-GESA*09, 
IGHV9-GESA*11, IGHV9-GESA*11, 
IGHV9-GESA*13, IGHV9-GESA*13, 
IGHV9-GESA*15, IGHV9-GESA*15, 
IGHV9-GESA*21, IGHV9-GESA*21, 
IGHV9-GESA*22, IGHV9-GESA*22, 
IGHV9-GESA*23, IGHV9-GESA*23, 
IGHV9-PWAC*02, IGHV9-PWAC*02, 
IGHV9-PWAC*05, IGHV9-PWAC*05, 
IGHV9-RZNS*01, IGHV9-RZNS*01, 
IGHV9-RZNS*02, IGHV9-RZNS*02, 
IGHV9-RZNS*04, IGHV9-RZNS*04, 
IGHV9-RZNS*07, IGHV9-RZNS*07, 
IGHV9-RZNS*11, IGHV9-RZNS*11, 
IGHV9-RZNS*12, IGHV9-RZNS*12, 
IGHV9-RZNS*13, IGHV9-RZNS*13, 
IGHV9-RZNS*14, IGHV9-RZNS*14, 
IGHV9-RZNS*15, IGHV9-RZNS*15, 
IGHV9-RZNS*16, IGHV9-RZNS*16, 
IGHV9-RZNS*17, IGHV9-RZNS*17, 
IGHV9-RZNS*18, IGHV9-RZNS*18, 
IGHV9-RZNS*19, IGHV9-RZNS*19, 
IGHV9-RZNS*20, IGHV9-RZNS*20, 
IGHV9-RZNS*21, IGHV9-RZNS*21, 
IGHV9-RZNS*22, IGHV9-RZNS*22, 
IGHV9-WAVT*01, IGHV9-WAVT*01, 
IGHV9-WAVT*03, IGHV9-WAVT*03, 
IGHV9-WAVT*05, IGHV9-WAVT*05, 
IGHV9-WAVT*07, IGHV9-WAVT*07, 
IGHV9-WAVT*09, IGHV9-WAVT*09, 
IGHV9-WAVT*10, IGHV9-WAVT*10, 
IGHV9-WJ3G*01, IGHV9-WJ3G*01, 
IGHV9-WJ3G*03, IGHV9-WJ3G*03, 
IGHV9-WJ3G*06, IGHV9-WJ3G*06, 
IGHV9-WJ3G*08, IGHV9-WJ3G*08, 
IGHV9-WJ3G*09, IGHV9-WJ3G*09, 
